"start","connection","end","state","score"
"Hohhot","is_a","City","active","240"
"Hohhot","located_in","Inner Mongolia, China","active","190"
"Hohhot","part_of","China","active","210"
"Hokkaido, Japan","is_a","Region","active","240"
"Hokkaido, Japan","part_of","Japan","active","210"
"Holland Torpedo Boat Company","makes","Submarines","active","160"
"Home Care","is_a","Market Segment","active","240"
"Honduras","borders","El Salvador","active","210"
"Honduras","borders","Guatemala","active","210"
"Honduras","borders","Nicaragua","active","210"
"Honduras","has_capital","Tegucigalpa","active","235"
"Honduras","has_language","cab","active","160"
"Honduras","has_language","es-HN","active","160"
"Honduras","has_language","miq","active","160"
"Honduras","is_a","Country","active","240"
"Honduras","part_of","North America","active","210"
"Honeywell","founded_by","Mark C. Honeywell","active","190"
"Honeywell","has_key_person","CEO","rejected","0"
"Honeywell","has_key_person","chairman","rejected","0"
"Honeywell","has_key_person","Darius Adamczyk","active","150"
"Honeywell","has_key_person","Vimal Kapur","active","150"
"Honeywell","headquartered_in","Charlotte, North Carolina","active","185"
"Honeywell","in_industry","Conglomerate","active","165"
"Honeywell","owns","Honeywell Aerospace","active","180"
"Honeywell","owns","Honeywell UOP","active","180"
"Honeywell","owns","Intermec","active","180"
"Honeywell","owns","RAE Systems","active","180"
"Honeywell","owns","Tridium","active","180"
"Honeywell Aerospace","makes","Aircraft engines","active","160"
"Honeywell Aerospace","makes","Avionics","active","160"
"Honeywell Aerospace","makes","black boxes","active","160"
"Honeywell Aerospace","makes","satellites","active","160"
"Honeywell Aerospace","makes","spacecraft","active","160"
"Hong Kong","capital_of","Hong Kong","active","235"
"Hong Kong","has_capital","Hong Kong","active","235"
"Hong Kong","has_language","yue","active","160"
"Hong Kong","has_language","zh","active","160"
"Hong Kong","has_language","zh-HK","active","160"
"Hong Kong","has_major_city","Hong Kong","active","155"
"Hong Kong","has_major_city","Kowloon","active","155"
"Hong Kong","has_major_city","New Territories","active","155"
"Hong Kong","is_a","City","active","240"
"Hong Kong","is_a","Country","active","240"
"Hong Kong","located_in","Hong Kong","active","190"
"Hong Kong","part_of","Asia","active","210"
"Hong Kong","part_of","Hong Kong","active","210"
"Hongdu JL-8","has_type","Jet trainer","active","225"
"Hongdu JL-8","made_by","Hongdu Aviation Industry Corporation","active","185"
"Hongdu JL-8","made_by","Pakistan Aeronautical Complex","active","185"
"Hongdu JL-8","operated_by","Bangladesh Air Force","active","180"
"Hongdu JL-8","operated_by","Egyptian Air Force","active","180"
"Hongdu JL-8","operated_by","Myanmar Air Force","active","180"
"Hongdu JL-8","operated_by","Pakistan Air Force","active","180"
"Hongdu JL-8","operated_by","PLA Air Force","active","180"
"Hongdu JL-8","originated_in","China","active","185"
"Hongdu JL-8","originated_in","Pakistan","active","185"
"Hongniao","guided_by","Inertial guidance","active","180"
"Hongniao","guided_by","infrared homing","active","180"
"Hongniao","guided_by","TERCOM","active","180"
"Hongniao","has_type","cruise missiles","active","225"
"Hongniao","has_warhead","conventional or nuclear warheads","active","170"
"Hongniao","launched_from","Xian H-6","active","175"
"Hongniao","launched_from","Xian JH-7","active","175"
"Hongniao","made_by","Shanghai","active","185"
"Hongniao","operated_by","China","active","180"
"Hongniao","originated_in","China","active","185"
"Honiara","capital_of","Solomon Islands","active","235"
"Honiara","is_a","City","active","240"
"Honshu","is_a","Island","active","240"
"Honshu","part_of","Asia","active","210"
"Horn of Africa","contains","Ethiopia","active","170"
"Horn of Africa","contains","Somalia","active","170"
"Horn of Africa","is_a","Military Theatre","active","240"
"Horse","has_covering","Hair","active","125"
"Horse","is_a","Animal","active","240"
"Horse","is_a","Mammal","active","240"
"Horse","lives_in","Fields","active","160"
"Horse","moves_by","Running","active","145"
"Hospital","contains","Doctors","active","170"
"Hospital","contains","Medical care","active","170"
"Hospital","found_in","Cities","active","160"
"Hospital","is_a","Building","active","240"
"Hospital","used_for","Patients","active","150"
"Houston","is_a","City","active","240"
"Houston","located_in","Texas, United States","active","190"
"Houston","part_of","United States","active","210"
"Hoverla","is_a","Mountain","active","240"
"Hoverla","located_in","Ukraine","active","190"
"Hoverla","part_of","Carpathian Mountains","active","210"
"HQ-9","guided_by","Semi-active radar homing","active","180"
"HQ-9","has_type","Anti-ballistic missile","active","225"
"HQ-9","has_type","Anti-satellite weapon","active","225"
"HQ-9","has_type","Long-range surface-to-air missile","active","225"
"HQ-9","launched_from","HQ-9 ground-launched HHQ-9 surface-launched","active","175"
"HQ-9","made_by","China Aerospace Science and Industry Corporation","active","185"
"HQ-9","operated_by","See Operators","deprecated","15"
"HQ-9","originated_in","China","active","185"
"HSBC","founded_by","Sir Thomas Sutherland","active","190"
"HSBC","has_key_person","Georges Elhedery","active","150"
"HSBC","has_key_person","Group Chairman","active","150"
"HSBC","has_key_person","Group Chief Executive","active","150"
"HSBC","has_key_person","Sir Mark Tucker","active","150"
"HSBC","headquartered_in","8 Canada Square","active","185"
"HSBC","headquartered_in","London","active","185"
"HSBC","headquartered_in","United Kingdom","active","185"
"HSBC","in_industry","Financial services","active","165"
"HSBC","is_a","Company","active","240"
"HSBC","makes","Asset management","active","160"
"HSBC","makes","Banking","active","160"
"HSBC","makes","Commodities","active","160"
"HSBC","makes","Credit cards","active","160"
"HSBC","makes","Equities trading","active","160"
"HSBC","makes","Insurance","active","160"
"HSBC","makes","Investment management","active","160"
"HSBC","makes","Mortgage loans","active","160"
"HSBC","makes","Private equity","active","160"
"HSBC","makes","Wealth management","active","160"
"HSBC","operates_in","China","active","175"
"HSBC","operates_in","Hong Kong","active","175"
"HSBC","operates_in","India","active","175"
"HSBC","operates_in","Singapore","active","175"
"HSBC","operates_in","United Kingdom","active","175"
"HSBC","operates_in","United States","active","175"
"HSBC","owns","Hang Seng Bank","active","180"
"HSBC","owns","HSBC Bank Australia","active","180"
"HSBC","owns","HSBC Bank Bermuda","active","180"
"HSBC","owns","HSBC Bank Hong Kong","active","180"
"HSBC","owns","HSBC Bank India","active","180"
"HSBC","owns","HSBC Bank Malaysia","active","180"
"HSBC","owns","HSBC Bank Middle East","active","180"
"HSBC","owns","HSBC Bank USA","active","180"
"HSBC","owns","HSBC Finance","active","180"
"HSBC","owns","HSBC México","active","180"
"HSBC","owns","HSBC Sri Lanka","active","180"
"HSBC","owns","HSBC Trinkaus","active","180"
"HSBC","owns","HSBC UK","active","180"
"HSBC","owns","M&S Financial Services","active","180"
"HSBC","serves_segment","Banking","active","145"
"HSBC","serves_segment","Commercial Banking","active","145"
"HSBC","serves_segment","Trade Finance","active","145"
"HSBC","serves_segment","Wealth Management","active","145"
"Hsiung Feng II","designed_by","National Chung-Shan Institute of Science and Technology","active","195"
"Hsiung Feng II","has_type","Surface-to-surface missile","active","225"
"Hsiung Feng II","has_variant","Air launched version without first stage rocket booster","active","140"
"Hsiung Feng II","launched_from","Box launcher or aircraft","active","175"
"Hsiung Feng II","operated_by","Republic of China Armed Forces","active","180"
"Hsiung Feng II","originated_in","Taiwan","active","185"
"Hsiung Feng IIE","guided_by","automatic target recognition","active","180"
"Hsiung Feng IIE","guided_by","GPS","active","180"
"Hsiung Feng IIE","guided_by","inertial guidance","active","180"
"Hsiung Feng IIE","guided_by","TERCOM","active","180"
"Hsiung Feng IIE","guided_by","terminal guidance","active","180"
"Hsiung Feng IIE","has_type","cruise missile","active","225"
"Hsiung Feng IIE","has_type","Land-attack","active","225"
"Hsiung Feng IIE","has_warhead","220 kg (490 lb)","active","170"
"Hsiung Feng IIE","made_by","National Chung-Shan Institute of Science and Technology","active","185"
"Hsiung Feng IIE","operated_by","Republic of China (Taiwan) Armed Forces","active","180"
"Hsiung Feng IIE","originated_in","Taiwan","active","185"
"Hsiung Feng III","designed_by","National Chung-Shan Institute of Science and Technology","active","195"
"Hsiung Feng III","guided_by","active radar homing","active","180"
"Hsiung Feng III","guided_by","Inertial guidance","active","180"
"Hsiung Feng III","guided_by","terminal guidance","active","180"
"Hsiung Feng III","guided_by","X band","active","180"
"Hsiung Feng III","has_type","Anti-ship missile","active","225"
"Hsiung Feng III","has_type","Surface to surface missile","active","225"
"Hsiung Feng III","has_warhead","225 kg (500 lb) self-forging fragments","active","170"
"Hsiung Feng III","launched_from","surface ships","active","175"
"Hsiung Feng III","launched_from","transporter erector launcher","active","175"
"Hsiung Feng III","made_by","NCSIST","active","185"
"Hsiung Feng III","operated_by","ROCN","active","180"
"Hsiung Feng III","originated_in","Taiwan","active","185"
"HTC","makes","Laptop","active","160"
"HTC","makes","Smartphones","active","160"
"HTC","makes","VR headsets","active","160"
"HTC","owns","S3 Graphics","active","180"
"HTML","is_a","Markup Language","active","240"
"HTML","used_with","CSS","proposed","72"
"HTML","used_with","JavaScript","proposed","72"
"HTTP","is_a","Network Protocol","active","240"
"HTTPS","is_a","Network Protocol","active","240"
"HTTPS","uses","TLS","proposed","69"
"Huainan","is_a","City","active","240"
"Huainan","located_in","Anhui, China","active","190"
"Huainan","part_of","China","active","210"
"Huascaran","is_a","Mountain","active","240"
"Huascaran","located_in","Peru","active","190"
"Huascaran","part_of","Andes","active","210"
"Huawei","founded_by","Ren Zhengfei","active","190"
"Huawei","has_key_person","CEO","rejected","0"
"Huawei","has_key_person","CFO","rejected","0"
"Huawei","has_key_person","chairman","rejected","0"
"Huawei","has_key_person","Liang Hua","active","150"
"Huawei","has_key_person","Meng Wanzhou","active","150"
"Huawei","headquartered_in","Shenzhen","active","185"
"Huawei","in_industry","Artificial intelligence","active","165"
"Huawei","in_industry","Automation","active","165"
"Huawei","in_industry","Cloud computing","active","165"
"Huawei","in_industry","Consumer electronics","active","165"
"Huawei","in_industry","Internet of things","active","165"
"Huawei","in_industry","Networking equipment","active","165"
"Huawei","in_industry","Semiconductors","active","165"
"Huawei","in_industry","Telecom equipment","active","165"
"Huawei","makes","Consultancy","active","160"
"Huawei","makes","Cordless phones","active","160"
"Huawei","makes","Dongles","active","160"
"Huawei","makes","EulerOS","active","160"
"Huawei","makes","fixed broadband networks","active","160"
"Huawei","makes","HarmonyOS","active","160"
"Huawei","makes","HIMA","active","160"
"Huawei","makes","managed services","active","160"
"Huawei","makes","Mobile","active","160"
"Huawei","makes","Multimedia","active","160"
"Huawei","makes","Smart TV","active","160"
"Huawei","makes","Smartphones","active","160"
"Huawei","makes","Tablet computers","active","160"
"Huawei","owned_by","Huawei Investment & Holding","active","180"
"Huawei","owns","HiSilicon","active","180"
"Hubei, China","is_a","Region","active","240"
"Hubei, China","part_of","China","active","210"
"Hudson Bay","is_a","Bay","active","240"
"Hudson Bay","part_of","Arctic Ocean","active","210"
"Hugging Face","hosts","Machine Learning Model","proposed","66"
"Hugging Face","is_a","Company","active","240"
"Hughes Aircraft Company","founded_by","Howard Hughes","active","190"
"Hughes Aircraft Company","has_key_person","Glenn Odekirk","active","150"
"Hughes Aircraft Company","has_key_person","Lawrence A. Hyland","active","150"
"Hughes Aircraft Company","headquartered_in","Culver City","active","185"
"Hughes Aircraft Company","headquartered_in","El Segundo","active","185"
"Hughes Aircraft Company","headquartered_in","Westchester","active","185"
"Hughes Aircraft Company","in_industry","Aerospace","active","165"
"Hughes Aircraft Company","in_industry","defense","active","165"
"Hughes Helicopters","headquartered_in","Culver City, California","active","185"
"Hughes Helicopters","in_industry","Aerospace","active","165"
"Human Intelligence","is_a","Intelligence Discipline","active","240"
"Humana","makes","Health care provider","active","160"
"Humana","makes","Health insurance","active","160"
"Humana","makes","Healthcare services","active","160"
"Humana","makes","Pharmacy benefit manager","active","160"
"Hunan, China","is_a","Region","active","240"
"Hunan, China","part_of","China","active","210"
"Hungary","borders","Austria","active","210"
"Hungary","borders","Croatia","active","210"
"Hungary","borders","Romania","active","210"
"Hungary","borders","Serbia","active","210"
"Hungary","borders","Slovakia","active","210"
"Hungary","borders","Slovenia","active","210"
"Hungary","borders","Ukraine","active","210"
"Hungary","has_capital","Budapest","active","235"
"Hungary","has_language","hu-HU","active","160"
"Hungary","has_major_city","Budapest","active","155"
"Hungary","is_a","Country","active","240"
"Hungary","part_of","Europe","active","210"
"Huntington Ingalls Industries","has_division","Ingalls Shipbuilding","active","160"
"Huntington Ingalls Industries","has_division","Newport News Shipbuilding","active","160"
"Huntington Ingalls Industries","headquartered_in","United States","active","185"
"Huntington Ingalls Industries","is_a","Defence Company","active","240"
"Hwasong-11A","guided_by","Inertial navigation system","active","180"
"Hwasong-11A","guided_by","satellite navigation","active","180"
"Hwasong-11A","has_type","Short-range ballistic missile","active","225"
"Hwasong-11A","has_warhead","500–1,500 kg (1,100–3,300 lb), nuclear and conventional","active","170"
"Hwasong-11A","launched_from","8×8 wheeled TEL Tracked launcher Railway car Silo","active","175"
"Hwasong-11A","made_by","February 11 Plant","active","185"
"Hwasong-11A","operated_by","Korean People's Army Strategic Force","active","180"
"Hwasong-11A","operated_by","North Korea","active","180"
"Hwasong-11A","operated_by","Russia","active","180"
"Hwasong-11A","originated_in","North Korea","active","185"
"Hwasong-11A","used_in","Russian invasion of Ukraine","active","165"
"Hwasong-11B","guided_by","Inertial navigation system","active","180"
"Hwasong-11B","guided_by","satellite navigation","active","180"
"Hwasong-11B","has_type","Short-range ballistic missile","active","225"
"Hwasong-11B","has_warhead","400–500 kg (880–1,100 lb)","active","170"
"Hwasong-11B","launched_from","TEL","active","175"
"Hwasong-11B","operated_by","Korean People's Army Strategic Force","active","180"
"Hwasong-11B","operated_by","Russia","active","180"
"Hwasong-11B","originated_in","North Korea","active","185"
"Hwasong-11B","used_in","Russian invasion of Ukraine","active","165"
"Hwasong-15","has_type","Intercontinental ballistic missile","active","225"
"Hwasong-15","has_warhead","MIRV","active","170"
"Hwasong-15","has_warhead","nuclear weapon","active","170"
"Hwasong-15","launched_from","transporter erector launcher","active","175"
"Hwasong-15","made_by","North Korea","active","185"
"Hwasong-15","operated_by","Korean People's Army Strategic Force","active","180"
"Hwasong-15","originated_in","North Korea","active","185"
"Hyatt","makes","Hotels","active","160"
"Hyatt","makes","resorts","active","160"
"Hyatt","owns","Apple Leisure Group","active","180"
"Hyatt","provides","Brand management","active","155"
"Hyatt","provides","Destination management","active","155"
"Hyatt","provides","Resort management","active","155"
"Hyatt","provides","Tour operator","active","155"
"Hyatt","provides","Travel agency","active","155"
"Hybrid Vehicles","is_a","Market Segment","active","240"
"Hyderabad, Sindh, Pakistan","is_a","City","active","240"
"Hyderabad, Sindh, Pakistan","located_in","Sindh, Pakistan","active","190"
"Hyderabad, Sindh, Pakistan","part_of","Pakistan","active","210"
"Hyderabad, Telangana, India","is_a","City","active","240"
"Hyderabad, Telangana, India","located_in","Telangana, India","active","190"
"Hyderabad, Telangana, India","part_of","India","active","210"
"Hydra 70","guided_by","unguided","active","180"
"Hydra 70","has_type","Rocket","active","225"
"Hydra 70","launched_from","A-10 Thunderbolt II","active","175"
"Hydra 70","launched_from","AH-1 Cobra","active","175"
"Hydra 70","launched_from","AH-1W SuperCobra","active","175"
"Hydra 70","launched_from","AH-1Z Viper","active","175"
"Hydra 70","launched_from","AH-64 Apache","active","175"
"Hydra 70","launched_from","AV-8B Harrier II","active","175"
"Hydra 70","launched_from","Eurocopter Tiger","active","175"
"Hydra 70","launched_from","F-16 Fighting Falcon","active","175"
"Hydra 70","launched_from","MH-6 Little Bird","active","175"
"Hydra 70","launched_from","Mi-24","active","175"
"Hydra 70","launched_from","OH-58 Kiowa","active","175"
"Hydra 70","launched_from","OV-10 Bronco","active","175"
"Hydra 70","launched_from","P-3 Orion","active","175"
"Hydra 70","launched_from","UH-1 Iroquois","active","175"
"Hydra 70","launched_from","UH-1N Twin Huey","active","175"
"Hydra 70","launched_from","UH-1Y Venom","active","175"
"Hydra 70","launched_from","UH-60 Black Hawk","active","175"
"Hydra 70","operated_by","See Users","deprecated","15"
"Hydra 70","originated_in","United States","active","185"
"Hypersonic Air Launched Offensive Anti-Surface","designed_by","Lockheed Martin","active","195"
"Hypersonic Air Launched Offensive Anti-Surface","designed_by","Raytheon Missiles & Defense","active","195"
"Hypersonic Air Launched Offensive Anti-Surface","has_type","air-launched","active","225"
"Hypersonic Air Launched Offensive Anti-Surface","has_type","anti-ship missile","active","225"
"Hypersonic Air Launched Offensive Anti-Surface","has_type","Hypersonic","active","225"
"Hypersonic Air Launched Offensive Anti-Surface","launched_from","F/A-18E/F Super Hornet","active","175"
"Hypersonic Air Launched Offensive Anti-Surface","operated_by","United States Navy","active","180"
"Hypersonic Air Launched Offensive Anti-Surface","originated_in","United States","active","185"
"Hypersonic Air-breathing Weapon Concept","designed_by","DARPA","active","195"
"Hypersonic Air-breathing Weapon Concept","has_type","air-launched cruise missile","active","225"
"Hypersonic Air-breathing Weapon Concept","has_type","Hypersonic","active","225"
"Hypersonic Air-breathing Weapon Concept","has_warhead","kinetic energy","active","170"
"Hypersonic Air-breathing Weapon Concept","has_warhead","Kinetic energy weapon","active","170"
"Hypersonic Air-breathing Weapon Concept","launched_from","B-52 Stratofortress","active","175"
"Hypersonic Air-breathing Weapon Concept","operated_by","United States","active","180"
"Hypersonic Air-breathing Weapon Concept","originated_in","United States","active","185"
"Hypersonic Weapon","complicates","Missile Defence","proposed","60"
"Hypersonic Weapon","is_a","Defence Technology","active","240"
"Hyundai Rotem","headquartered_in","South Korea","active","185"
"Hyundai Rotem","is_a","Defence Company","active","240"
"IAI Heron","has_type","Unmanned surveillance and reconnaissance aerial vehicle","active","225"
"IAI Heron","has_variant","Avionics Services Caçador","active","140"
"IAI Heron","has_variant","EADS Harfang","active","140"
"IAI Heron","has_variant","IAI Eitan","active","140"
"IAI Heron","made_by","Israel Aerospace Industries","active","185"
"IAI Heron","operated_by","Azerbaijan Air Force","active","180"
"IAI Heron","operated_by","Brazilian Federal Police","active","180"
"IAI Heron","operated_by","Indian Air Force","active","180"
"IAI Heron","operated_by","Israeli Defence Force","active","180"
"IAI Heron","operated_by","Turkish Air Force","active","180"
"IAI Heron","originated_in","Israel","active","185"
"IAI Nesher","derived_from","Dassault Mirage 5","active","185"
"IAI Nesher","designed_by","Dassault","active","195"
"IAI Nesher","developed_into","IAI Kfir","active","170"
"IAI Nesher","has_type","Multirole fighter","active","225"
"IAI Nesher","made_by","Israel Aircraft Industries","active","185"
"IAI Nesher","operated_by","Argentine Air Force","active","180"
"IAI Nesher","operated_by","Israeli Air Force","active","180"
"IAI Nesher","originated_in","France","active","185"
"IAI Nesher","originated_in","Israel","active","185"
"IAIO Fotros","has_type","Unmanned combat aerial vehicle","active","225"
"IAIO Fotros","made_by","HESA","active","185"
"IAIO Fotros","operated_by","Iran","active","180"
"IAIO Qaher-313","has_type","Prototype fighter","active","225"
"IAIO Qaher-313","made_by","HESA","active","185"
"IAIO Qaher-313","made_by","SAHA","active","185"
"IAIO Qaher-313","originated_in","Iran","active","185"
"Ibadan","is_a","City","active","240"
"Ibadan","located_in","Oyo State, Nigeria","active","190"
"Ibadan","part_of","Nigeria","active","210"
"IBM","founded_by","Charles Ranlett Flint","active","190"
"IBM","founded_by","George Winthrop Fairchild","active","190"
"IBM","founded_by","Herman Hollerith","active","190"
"IBM","has_key_person","Arvind Krishna","active","150"
"IBM","has_key_person","CEO","rejected","0"
"IBM","has_key_person","chairman","rejected","0"
"IBM","has_key_person","Gary Cohn","active","150"
"IBM","has_key_person","vice chairman","active","150"
"IBM","headquartered_in","Armonk, New York","active","185"
"IBM","headquartered_in","United States","active","185"
"IBM","in_industry","Information technology","active","165"
"IBM","is_a","Company","active","240"
"IBM","makes","Artificial intelligence","active","160"
"IBM","makes","Automation","active","160"
"IBM","makes","Blockchain","active","160"
"IBM","makes","Cloud computing","active","160"
"IBM","makes","Computer hardware","active","160"
"IBM","makes","Consulting","active","160"
"IBM","makes","Quantum computing","active","160"
"IBM","makes","Robotics","active","160"
"IBM","makes","Software","active","160"
"IBM","operates_in","Germany","active","175"
"IBM","operates_in","India","active","175"
"IBM","operates_in","Japan","active","175"
"IBM","operates_in","United Kingdom","active","175"
"IBM","operates_in","United States","active","175"
"IBM","owns","Pre-WW2 list of subsidiaries","active","180"
"IBM","owns_brand","Fortran","active","165"
"IBM","owns_brand","Full list","active","165"
"IBM","owns_brand","IBM Cloud","active","165"
"IBM","owns_brand","IBM Cognos Analytics","active","165"
"IBM","owns_brand","IBM Planning Analytics","active","165"
"IBM","owns_brand","IBM Q System One","active","165"
"IBM","owns_brand","IBM Quantum Platform","active","165"
"IBM","owns_brand","IBM storage","active","165"
"IBM","owns_brand","ILOG","active","165"
"IBM","owns_brand","Information Management Software","active","165"
"IBM","owns_brand","Mainframe","active","165"
"IBM","owns_brand","Mashup Center","active","165"
"IBM","owns_brand","Power Systems","active","165"
"IBM","owns_brand","PureQuery","active","165"
"IBM","owns_brand","SPSS","active","165"
"IBM","owns_brand","SQL","active","165"
"IBM","owns_brand","Tivoli Software","active","165"
"IBM","owns_brand","Watson","active","165"
"IBM","owns_brand","Watsonx","active","165"
"IBM","owns_brand","WebSphere","active","165"
"IBM","provides","Managed services","active","155"
"IBM","provides","Outsourcing","active","155"
"IBM","provides","Professional services","active","155"
"IBM","serves_segment","Artificial Intelligence","active","145"
"IBM","serves_segment","Cloud Computing","active","145"
"IBM","serves_segment","Enterprise Software","active","145"
"IBM","serves_segment","IT Consulting","active","145"
"Iceland","has_capital","Reykjavik","active","235"
"Iceland","has_language","de","active","160"
"Iceland","has_language","en","active","160"
"Iceland","has_language","is","active","160"
"Iceland","is_a","Country","active","240"
"Iceland","is_a","Island","active","240"
"Iceland","part_of","Europe","active","210"
"Ici Radio-Canada Télé","headquartered_in","Montreal","active","185"
"Ici Radio-Canada Télé","headquartered_in","Quebec","active","185"
"Ici Radio-Canada Télé","headquartered_in","Quebec City","active","185"
"IDE","contains","Editor","active","170"
"IDE","is_a","Developer Tool","active","240"
"IHI Corporation","has_key_person","Tsugio Mitsuoka (chairman) Hiroshi Ide (president and CEO)","active","150"
"IHI Corporation","headquartered_in","Japan","active","185"
"IHI Corporation","headquartered_in","Tokyo","active","185"
"IHI Corporation","in_industry","Heavy equipment","active","165"
"IHI Corporation","makes","Diesel engines","active","160"
"IHI Corporation","makes","Gas engines","active","160"
"IHI Corporation","makes","Jet engines","active","160"
"IHI Corporation","owned_by","Dai-ichi Life","active","180"
"IKEA","makes","Food","active","160"
"IKEA","makes","Homeware","active","160"
"IKEA","makes","Ready-to-assemble furniture","active","160"
"Illimani","is_a","Mountain","active","240"
"Illimani","located_in","Bolivia","active","190"
"Illimani","part_of","Andes","active","210"
"Illinois Bell","makes","Local Telephone Service","active","160"
"Illinois, United States","is_a","Region","active","240"
"Illinois, United States","part_of","United States","active","210"
"Ilyushin","founded_by","Sergey Vladimirovich Ilyushin","active","190"
"Ilyushin","headquartered_in","Moscow","active","185"
"Ilyushin","headquartered_in","Russia","active","185"
"Ilyushin","in_industry","Aerospace","active","165"
"Ilyushin","in_industry","Defense","active","165"
"Ilyushin","makes","Military, transport and civilian aircraft","deprecated","35"
"Ilyushin","owned_by","United Aircraft Corporation","active","180"
"Ilyushin Il-2","designed_by","Ilyushin","active","195"
"Ilyushin Il-2","developed_into","Ilyushin Il-10","active","170"
"Ilyushin Il-2","has_type","Ground-attack aircraft","active","225"
"Ilyushin Il-2","made_by","State Aviation Factory No. 1","active","185"
"Ilyushin Il-2","made_by","State Aviation Factory No. 18","active","185"
"Ilyushin Il-2","operated_by","Air Force of the Polish Army","active","180"
"Ilyushin Il-2","operated_by","Hungarian Air Force","active","180"
"Ilyushin Il-2","operated_by","Soviet Air Force","active","180"
"Ilyushin Il-2","operated_by","Yugoslav Air Force","active","180"
"Ilyushin Il-2","originated_in","Soviet Union","active","185"
"Ilyushin Il-76","designed_by","Ilyushin","active","195"
"Ilyushin Il-76","has_type","airlifter","active","225"
"Ilyushin Il-76","has_variant","Beriev A-100","active","140"
"Ilyushin Il-76","has_variant","Beriev A-50","active","140"
"Ilyushin Il-76","has_variant","Beriev A-60","active","140"
"Ilyushin Il-76","has_variant","Ilyushin Il-78","active","140"
"Ilyushin Il-76","has_variant","Shaanxi KJ-2000","active","140"
"Ilyushin Il-76","made_by","Aviastar-SP","active","185"
"Ilyushin Il-76","made_by","Tashkent Aviation Production Association","active","185"
"Ilyushin Il-76","operated_by","Indian Air Force","active","180"
"Ilyushin Il-76","operated_by","Peoples Liberation Army Air Force","active","180"
"Ilyushin Il-76","operated_by","Russian Aerospace Forces","active","180"
"Ilyushin Il-76","operated_by","Soviet Air Forces","active","180"
"Ilyushin Il-76","originated_in","Russia","active","185"
"Ilyushin Il-76","originated_in","Soviet Union","active","185"
"Ilyushin Il-78","derived_from","Ilyushin Il-76","active","185"
"Ilyushin Il-78","has_type","Aerial refueling","active","225"
"Ilyushin Il-78","made_by","Ilyushin","active","185"
"Ilyushin Il-78","operated_by","Indian Air Force","active","180"
"Ilyushin Il-78","operated_by","Russian Aerospace Forces","active","180"
"Ilyushin Il-78","operated_by","Soviet Air Forces","active","180"
"Ilyushin Il-78","operated_by","Ukrainian Air Force","active","180"
"Ilyushin Il-78","originated_in","Soviet Union Russia","active","185"
"Imperial Airways","headquartered_in","Croydon","active","185"
"Imperial Airways","in_industry","Air transport","active","165"
"Incheon","is_a","City","active","240"
"Incheon","located_in","Incheon, South Korea","active","190"
"Incheon","part_of","South Korea","active","210"
"Incheon, South Korea","is_a","Region","active","240"
"Incheon, South Korea","part_of","South Korea","active","210"
"India","borders","Bangladesh","active","210"
"India","borders","Bhutan","active","210"
"India","borders","China","active","210"
"India","borders","Myanmar","active","210"
"India","borders","Nepal","active","210"
"India","borders","Pakistan","active","210"
"India","has_capital","New Delhi","active","235"
"India","has_language","bn","active","160"
"India","has_language","en-IN","active","160"
"India","has_language","hi","active","160"
"India","has_major_city","Ahmedabad","active","155"
"India","has_major_city","Bengaluru","active","155"
"India","has_major_city","Bhopal","active","155"
"India","has_major_city","Chennai","active","155"
"India","has_major_city","Coimbatore","active","155"
"India","has_major_city","Delhi","active","155"
"India","has_major_city","Hyderabad, Telangana, India","active","155"
"India","has_major_city","Indore","active","155"
"India","has_major_city","Jaipur","active","155"
"India","has_major_city","Kallakurichi","active","155"
"India","has_major_city","Kanpur","active","155"
"India","has_major_city","Kolkata","active","155"
"India","has_major_city","Lucknow","active","155"
"India","has_major_city","Ludhiana","active","155"
"India","has_major_city","Mumbai","active","155"
"India","has_major_city","Navi Mumbai","active","155"
"India","has_major_city","Patna","active","155"
"India","has_major_city","Pune","active","155"
"India","has_major_city","Rasapūdipalem","active","155"
"India","has_major_city","Surat","active","155"
"India","has_major_city","Vadodara","active","155"
"India","is_a","Country","active","240"
"India","member_of","QUAD","active","180"
"India","part_of","Asia","active","210"
"Indian Ballistic Missile Defence Programme","designed_by","DRDO","active","195"
"Indian Ballistic Missile Defence Programme","has_type","Missile defense","active","225"
"Indian Ballistic Missile Defence Programme","launched_from","ground-based","active","175"
"Indian Ballistic Missile Defence Programme","made_by","Bharat Dynamics Limited","active","185"
"Indian Ballistic Missile Defence Programme","operated_by","Indian Armed Forces","active","180"
"Indian Ballistic Missile Defence Programme","originated_in","India","active","185"
"Indian Ocean","is_a","Ocean","active","240"
"Indian Ocean","part_of","Earth","active","210"
"Indo Pacific Theatre","associated_with","AUKUS","proposed","66"
"Indo Pacific Theatre","associated_with","QUAD","proposed","66"
"Indo Pacific Theatre","contains","Indian Ocean","active","170"
"Indo Pacific Theatre","contains","Pacific Ocean","active","170"
"Indo Pacific Theatre","is_a","Military Theatre","active","240"
"Indonesia","borders","Malaysia","active","210"
"Indonesia","borders","Papua New Guinea","active","210"
"Indonesia","borders","Timor Leste","active","210"
"Indonesia","has_capital","Jakarta","active","235"
"Indonesia","has_language","en","active","160"
"Indonesia","has_language","id","active","160"
"Indonesia","has_language","nl","active","160"
"Indonesia","has_major_city","Bandung","active","155"
"Indonesia","has_major_city","Bekasi","active","155"
